player_id,first_name,last_name,dob,dod,country_id,birthplace,height,weight,hand,backhand,active,turned_pro,coach,prize_money,nicknames,name,age,current_rank,current_rank_points,best_rank,best_rank_date,best_rank_points,best_rank_points_date,current_elo_rank,current_elo_rating,best_elo_rank,best_elo_rank_date,best_elo_rating,best_elo_rating_date,goat_rank,goat_points,weeks_at_no1,titles,big_titles,grand_slams,tour_finals,alt_finals,masters,olympics
5670,Milos,Raonic,1990-12-27,,CAN,"Podgorica, Montenegro",196.0,98.0,R,2,True,2008.0,Mario Tudor,"US$ 20,207,052 22nd all-time leader in earnings","Missile, Sleeve",Milos Raonic,11653 days,70.0,884.0,3.0,2016-11-21,5450.0,2016-11-21,11.0,2077.0,5.0,2016-07-11,2269.0,2016-07-11,67.0,55.0,0.0,8,0,0,0,0,0,0
4544,John,Isner,1985-04-26,,USA,"Greensboro, North Carolina, U.S.",208.0,111.0,R,2,True,2007.0,David Macpherson,"US$20,044,639 23rd all-time leader in earnings",,John Isner,13723 days,24.0,1991.0,8.0,2018-07-16,3720.0,2018-07-16,21.0,2039.0,10.0,2012-04-13,2147.0,2012-08-26,75.0,49.0,0.0,16,1,0,0,0,1,0
26577,Stefanos,Tsitsipas,1998-08-12,,GRE,"Athens, Greece",193.0,85.0,R,1,True,2016.0,Patrick Mouratoglou,"US$ 15,747,937",The Greek God,Stefanos Tsitsipas,8873 days,4.0,6540.0,3.0,2021-08-09,8350.0,2021-08-16,6.0,2169.0,4.0,2021-06-13,2258.0,2021-06-13,74.0,49.0,0.0,7,2,0,1,0,1,0
4789,Gael,Monfils,1986-09-01,,FRA,"Paris, France",193.0,80.0,R,2,True,2004.0,Gunter Bresnik,"US$19,971,577 24th all-time leader in earnings",La Monf,Gael Monfils,13233 days,21.0,2158.0,6.0,2016-11-07,3815.0,2016-10-17,28.0,2001.0,7.0,2010-11-28,2189.0,2016-09-12,86.0,42.0,0.0,10,0,0,0,0,0,0
25897,Andrey,Rublev,1997-10-20,,RUS,"Moscow, Russia",188.0,85.0,R,2,True,2014.0,Fernando Vicente,"US$9,359,465",,Andrey Rublev,9170 days,5.0,4950.0,5.0,2021-09-13,6400.0,2021-08-23,10.0,2094.0,5.0,2020-11-02,2227.0,2021-03-08,118.0,27.0,0.0,8,0,0,0,0,0,0
9719,Maximilian,Marterer,1995-06-15,,GER,,191.0,,L,2,True,2015.0,,"$1,692,338",,Maximilian Marterer,10024 days,,,45.0,2018-08-13,1022.0,2018-08-06,164.0,1715.0,71.0,2018-06-18,1888.0,2018-06-11,,0.0,0.0,0,0,0,0,0,0,0
52444,Tomas,Machac,2000-10-13,,CZE,,183.0,,R,2,True,2017.0,,"$328,149",,Tomas Machac,8082 days,,,131.0,2021-11-08,556.0,2021-08-09,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5476,Facundo,Bagnis,1990-02-27,,ARG,,,,L,2,True,2007.0,,"US$1,637,945",,Facundo Bagnis,11955 days,76.0,863.0,55.0,2016-11-14,985.0,2021-09-13,138.0,1749.0,105.0,2021-04-04,1804.0,2021-03-15,,0.0,0.0,0,0,0,0,0,0,0
5888,James,Duckworth,1992-01-21,,AUS,,183.0,,R,2,True,2010.0,,"$2,420,652",,James Duckworth,11264 days,49.0,1176.0,47.0,2021-11-08,1244.0,2021-11-08,65.0,1887.0,65.0,2021-11-14,1887.0,2021-11-08,,0.0,0.0,0,0,0,0,0,0,0
52642,Holger Vitus Nodskov,Rune,2003-04-29,,DEN,,188.0,,R,2,True,2020.0,,"$116,132",,Holger Vitus Nodskov Rune,7150 days,,,109.0,2021-11-08,715.0,2021-11-08,150.0,1736.0,138.0,2021-09-27,1753.0,2021-09-27,,0.0,0.0,0,0,0,0,0,0,0
5868,Stefano,Travaglia,1991-12-18,,ITA,,185.0,,R,2,True,2008.0,,"$1,846,784",,Stefano Travaglia,11297 days,78.0,846.0,60.0,2021-02-08,1039.0,2021-04-19,146.0,1740.0,66.0,2021-02-08,1879.0,2021-02-08,,0.0,0.0,0,0,0,0,0,0,0
26426,Alexander,Erler,1997-10-27,,AUT,,,,R,2,True,,,"$92,267",,Alexander Erler,9163 days,,,320.0,2021-08-16,158.0,2021-08-02,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
26017,Alejandro,Tabilo,1997-06-02,,CHI,,188.0,,L,2,True,,,"$314,433",,Alejandro Tabilo,9307 days,,,140.0,2021-11-08,480.0,2021-11-08,127.0,1767.0,126.0,2021-10-18,1767.0,2021-10-18,,0.0,0.0,0,0,0,0,0,0,0
50371,Thiago,Seyboth Wild,2000-03-10,,BRA,,185.0,,R,2,True,2018.0,,"US$354,600",,Thiago Seyboth Wild,8295 days,,,106.0,2020-09-14,695.0,2021-07-19,160.0,1722.0,114.0,2020-03-02,1804.0,2020-03-02,510.0,1.0,0.0,1,0,0,0,0,0,0
5718,Pierre Hugues,Herbert,1991-03-18,,FRA,,188.0,,R,2,True,2010.0,,"US$8,088,802",,Pierre Hugues Herbert,11572 days,,,36.0,2019-02-11,1168.0,2019-06-24,79.0,1851.0,32.0,2019-06-24,1989.0,2019-06-24,,0.0,0.0,0,0,0,0,0,0,0
47181,Michael,Vrbensky,1999-12-26,,CZE,,183.0,,R,2,True,,,"$85,572",,Michael Vrbensky,8369 days,,,282.0,2021-07-19,198.0,2021-07-19,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
11762,Brayden,Schnur,1995-07-04,,CAN,,194.0,,R,2,True,2016.0,,"US$634,576",,Brayden Schnur,10005 days,,,92.0,2019-08-19,602.0,2019-11-04,189.0,1534.0,161.0,2019-02-18,1733.0,2019-02-18,,0.0,0.0,0,0,0,0,0,0,0
10726,Nikola,Milojevic,1995-06-19,,SRB,,188.0,,R,2,True,2013.0,,"US$ 836,309",,Nikola Milojevic,10020 days,,,129.0,2021-04-05,582.0,2021-04-05,152.0,1734.0,150.0,2021-05-23,1736.0,2021-04-26,,0.0,0.0,0,0,0,0,0,0,0
11553,Michael,Mmoh,1998-01-10,,USA,,188.0,,R,2,True,2016.0,,"$1,127,692",,Michael Mmoh,9085 days,,,96.0,2018-10-01,595.0,2018-10-01,141.0,1745.0,127.0,2021-02-22,1770.0,2021-02-22,,0.0,0.0,0,0,0,0,0,0,0
23588,Daniel Elahi,Galan Riveros,1996-06-18,,COL,,191.0,,R,2,True,2015.0,,"$899,724",,Daniel Elahi Galan Riveros,9656 days,,,102.0,2021-11-01,764.0,2021-05-17,104.0,1816.0,83.0,2021-05-30,1842.0,2021-05-03,,0.0,0.0,0,0,0,0,0,0,0
47168,Jenson,Brooksby,2000-10-26,,USA,,,,R,2,True,2021.0,,"US$323,490",,Jenson Brooksby,8069 days,56.0,1063.0,56.0,2021-11-01,1063.0,2021-11-15,51.0,1920.0,50.0,2021-10-25,1920.0,2021-10-25,,0.0,0.0,0,0,0,0,0,0,0
4664,Pablo,Andujar,1986-01-23,,ESP,,180.0,,R,2,True,2004.0,,"$6,205,856",,Pablo Andujar,13452 days,87.0,800.0,32.0,2015-07-13,1205.0,2015-07-13,93.0,1834.0,49.0,2014-10-27,1929.0,2015-07-13,282.0,6.0,0.0,4,0,0,0,0,0,0
46874,Adrian,Andreev,2001-05-12,,BUL,,180.0,,R,2,True,2016.0,,"US$95,474",,Adrian Andreev,7868 days,,,319.0,2021-09-13,158.0,2021-09-20,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5978,Ryan,Harrison,1992-05-07,,USA,,188.0,,R,2,True,2007.0,,"US$4,794,285",,Ryan Harrison,11158 days,,,40.0,2017-07-17,1160.0,2018-01-29,,,38.0,2017-02-27,1953.0,2018-03-05,510.0,1.0,0.0,1,0,0,0,0,0,0
4259,Philipp,Kohlschreiber,1983-10-16,,GER,,178.0,,R,1,True,2001.0,,"$13,531,727 50th all-time leader in earnings",,Philipp Kohlschreiber,14284 days,,,16.0,2012-07-30,2160.0,2009-01-05,72.0,1873.0,14.0,2016-05-02,2117.0,2016-05-02,223.0,9.0,0.0,8,0,0,0,0,0,0
6206,Dimitar,Kuzmanov,1993-07-28,,BUL,,183.0,,R,2,True,2009.0,,"US$ 338,544",,Dimitar Kuzmanov,10712 days,,,185.0,2021-11-01,367.0,2021-10-18,159.0,1723.0,156.0,2021-03-01,1723.0,2021-10-04,,0.0,0.0,0,0,0,0,0,0,0
3819,Roger,Federer,1981-08-08,,SUI,"Basel, Switzerland",185.0,85.0,R,1,True,1998.0,Ivan Ljubicic and Severin Luthi,"US$130,594,339 2nd all-time leader in earnings","FedExpress, Maestro",Roger Federer,15082 days,16.0,2385.0,1.0,2004-02-02,12315.0,2012-10-29,5.0,2258.0,1.0,2003-08-11,2550.0,2007-03-05,2.0,936.0,310.0,103,54,20,6,0,28,0
52891,Shintaro,Mochizuki,2003-06-02,,JPN,,,,R,2,True,,,"$32,692",,Shintaro Mochizuki,7117 days,,,387.0,2021-11-01,107.0,2021-09-27,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
34623,Raul,Brancaccio,1997-05-04,,ITA,,183.0,,R,2,True,,,"$125,136",,Raul Brancaccio,9335 days,,,270.0,2019-08-19,184.0,2018-11-05,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
46979,Maxime,Cressy,1997-05-08,,FRA,,198.0,,R,2,True,2019.0,,"$575,110",,Maxime Cressy,9332 days,,,128.0,2021-11-08,550.0,2021-11-08,92.0,1835.0,91.0,2021-10-18,1835.0,2021-10-18,,0.0,0.0,0,0,0,0,0,0,0
26455,Jay,Clarke,1998-07-27,,GBR,,188.0,,R,2,True,2016.0,,"$592,882",,Jay Clarke,8888 days,,,153.0,2019-07-22,361.0,2019-07-15,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
52347,Jack,Draper,2001-12-22,,GBR,,192.0,,L,2,True,2018.0,,"$194,554",,Jack Draper,7643 days,,,250.0,2021-06-21,255.0,2021-06-21,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6379,Frederico,Ferreira Silva,1995-03-18,,POR,,178.0,,L,2,True,2010.0,,"$363,645",,Frederico Ferreira Silva,10112 days,,,168.0,2021-05-24,425.0,2021-05-24,,,173.0,2021-02-22,1670.0,2018-05-07,,0.0,0.0,0,0,0,0,0,0,0
44458,Alex,Molcan,1997-12-01,,SVK,,178.0,,L,2,True,,,"$410,922",,Alex Molcan,9128 days,,,106.0,2021-11-08,716.0,2021-11-08,109.0,1799.0,109.0,2021-11-08,1799.0,2021-09-13,,0.0,0.0,0,0,0,0,0,0,0
6213,Ji Sung,Nam,1993-08-15,,KOR,,,,R,2,True,,,"$205,175",,Ji Sung Nam,10695 days,,,236.0,2019-08-12,205.0,2021-01-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
23949,Sebastian,Ofner,1996-05-12,,AUT,,191.0,,R,2,True,2015.0,,"$604,764",,Sebastian Ofner,9693 days,,,126.0,2019-05-06,486.0,2021-03-22,117.0,1793.0,95.0,2018-03-05,1839.0,2018-03-05,,0.0,0.0,0,0,0,0,0,0,0
5564,Ricardas,Berankis,1990-06-21,,LTU,,175.0,,R,2,True,2007.0,,"$3,754,560",,Ricardas Berankis,11843 days,,,50.0,2016-05-23,909.0,2021-02-08,98.0,1822.0,50.0,2013-04-15,1914.0,2013-02-08,,0.0,0.0,0,0,0,0,0,0,0
5528,Evgeny,Donskoy,1990-05-09,,RUS,,185.0,,R,2,True,2007.0,,"US$3,167,442",,Evgeny Donskoy,11886 days,,,65.0,2013-07-08,764.0,2016-08-01,170.0,1701.0,92.0,2015-10-26,1835.0,2015-10-26,,0.0,0.0,0,0,0,0,0,0,0
4659,Sergiy,Stakhovsky,1986-01-06,,UKR,,193.0,,R,1,True,2003.0,,"US$5,555,525",,Sergiy Stakhovsky,13469 days,,,31.0,2010-09-27,1263.0,2010-09-13,124.0,1777.0,44.0,2010-08-29,1947.0,2010-08-29,340.0,4.0,0.0,4,0,0,0,0,0,0
32802,Michail,Pervolarakis,1996-06-06,,CYP,,193.0,,R,2,True,,,"$29,228",,Michail Pervolarakis,9668 days,,,409.0,2020-02-10,86.0,2021-04-26,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5422,Prajnesh,Gunneswaran,1989-11-12,,IND,,188.0,,L,2,True,,,"$888,338",,Prajnesh Gunneswaran,12067 days,,,75.0,2019-04-22,748.0,2019-04-22,,,167.0,2019-03-18,1721.0,2019-03-18,,0.0,0.0,0,0,0,0,0,0,0
4467,Gilles,Simon,1984-12-27,,FRA,,183.0,,R,2,True,2002.0,,"US$15,632,686 38th all-time leader in earnings",,Gilles Simon,13843 days,,,6.0,2009-01-05,4170.0,2009-02-02,118.0,1790.0,9.0,2009-01-11,2124.0,2009-02-02,113.0,29.0,0.0,14,0,0,0,0,0,0
53678,Arthur,Cazaux,2002-08-23,,FRA,,,,R,2,True,,,"$69,445",,Arthur Cazaux,7402 days,,,299.0,2021-11-01,170.0,2021-11-01,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
52539,Flavio,Cobolli,2002-05-06,,ITA,,,,R,2,True,,,"$54,337",,Flavio Cobolli,7509 days,,,219.0,2021-10-18,295.0,2021-10-18,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
23847,Ernesto,Escobedo,1996-07-04,,USA,,185.0,,R,2,True,2014.0,,"$1,070,409",,Ernesto Escobedo,9640 days,,,67.0,2017-07-17,695.0,2017-06-19,116.0,1793.0,102.0,2017-04-17,1815.0,2017-04-17,,0.0,0.0,0,0,0,0,0,0,0
5057,Thomaz,Bellucci,1987-12-30,,BRA,,188.0,,L,2,True,2005.0,,"$5,353,273",,Thomaz Bellucci,12745 days,,,21.0,2010-07-26,1732.0,2010-07-26,,,33.0,2012-07-23,1996.0,2010-07-26,312.0,5.0,0.0,4,0,0,0,0,0,0
45070,Alexandar,Lazarov,1997-11-06,,BUL,,191.0,,R,1,True,2016.0,,"US$ 107,911",,Alexandar Lazarov,9153 days,,,460.0,2021-10-04,84.0,2021-08-30,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
11426,Mikael,Torpegaard,1994-05-08,,DEN,,,,R,2,True,2018.0,,"US$ 259,199",,Mikael Torpegaard,10427 days,,,166.0,2020-01-06,376.0,2021-02-22,183.0,1647.0,175.0,2021-03-08,1670.0,2021-02-08,,0.0,0.0,0,0,0,0,0,0,0
45212,Kacper,Zuk,1999-01-21,,POL,,183.0,,R,2,True,2016.0,,"$136,082",,Kacper Zuk,8709 days,,,162.0,2021-09-13,439.0,2021-09-13,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
45411,Sam,Riffice,1999-03-01,,USA,,188.0,,R,2,True,,,"$42,189",,Sam Riffice,8668 days,,,496.0,2019-07-01,47.0,2019-09-30,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
4893,Matthias,Bachinger,1987-04-02,,GER,,188.0,,R,2,True,2005.0,,"$1,665,630",,Matthias Bachinger,13017 days,,,85.0,2011-08-15,625.0,2011-08-01,,,97.0,2020-09-14,1825.0,2019-02-25,,0.0,0.0,0,0,0,0,0,0,0
4994,Mischa,Zverev,1987-08-22,,GER,,191.0,,L,2,True,2005.0,,"US$5,734,809",,Mischa Zverev,12878 days,,,25.0,2017-07-24,1664.0,2017-09-25,,,37.0,2017-01-30,1968.0,2017-01-30,462.0,2.0,0.0,1,0,0,0,0,0,0
4716,Marcel,Granollers,1986-04-12,,ESP,,191.0,,R,2,True,2003.0,,"$11,367,338",,Marcel Granollers,13372 days,,,19.0,2012-07-23,1635.0,2012-07-16,,,29.0,2013-11-04,2004.0,2013-11-04,282.0,6.0,0.0,4,0,0,0,0,0,0
27560,Lukas,Klein,1998-03-22,,SVK,,193.0,,R,,True,,,"$138,139",,Lukas Klein,9013 days,,,236.0,2021-11-01,272.0,2021-06-28,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6288,Andrew,Harris,1994-03-07,,AUS,,,,R,,True,,,"US$ 288,384",,Andrew Harris,10488 days,,,159.0,2019-11-11,328.0,2019-11-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
4865,James,Ward,1987-02-09,,GBR,,190.0,,R,2,True,2006.0,,"$1,544,846",,James Ward,13068 days,,,89.0,2015-07-13,573.0,2015-07-13,,,94.0,2011-06-13,1822.0,2011-06-13,,0.0,0.0,0,0,0,0,0,0,0
6409,Thanasi,Kokkinakis,1996-04-10,,AUS,,196.0,,R,2,True,2013.0,,"$$1,597,028",,Thanasi Kokkinakis,9724 days,,,69.0,2015-06-08,723.0,2015-06-22,110.0,1798.0,87.0,2015-06-28,1848.0,2017-08-07,,0.0,0.0,0,0,0,0,0,0,0
11174,Elias,Ymer,1996-04-10,,SWE,,180.0,,R,2,True,2014.0,,"$1,098,540",,Elias Ymer,9724 days,,,105.0,2018-06-11,534.0,2018-08-13,174.0,1696.0,145.0,2015-04-27,1740.0,2015-04-27,,0.0,0.0,0,0,0,0,0,0,0
52626,Dane,Sweeny,2001-02-12,,AUS,,,,R,,True,,,,,Dane Sweeny,7955 days,,,761.0,2020-08-24,22.0,2020-03-16,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5006,Illya,Marchenko,1987-09-08,,UKR,,185.0,,R,2,True,2006.0,,"US$2,193,661",,Illya Marchenko,12861 days,,,49.0,2016-09-26,905.0,2016-09-12,153.0,1731.0,71.0,2016-01-18,1865.0,2016-01-11,,0.0,0.0,0,0,0,0,0,0,0
11433,Quentin,Halys,1996-10-26,,FRA,,191.0,,R,2,True,2012.0,,"$1,199,277",,Quentin Halys,9529 days,,,102.0,2018-02-05,531.0,2018-02-05,187.0,1576.0,148.0,2016-06-20,1742.0,2016-06-06,,0.0,0.0,0,0,0,0,0,0,0
26376,Thomas,Fancutt,1995-02-25,,AUS,,188.0,,R,1,True,,,"$49,562",,Thomas Fancutt,10132 days,,,491.0,2019-01-28,56.0,2018-11-05,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6411,Blake,Mott,1996-04-21,,AUS,,,,R,2,True,,,"$196,346",,Blake Mott,9713 days,,,220.0,2017-06-12,239.0,2017-05-29,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
3917,Nicolas,Mahut,1982-01-21,,FRA,,191.0,,R,1,True,2000.0,,"US$ 11,540,500",,Nicolas Mahut,14914 days,,,37.0,2014-05-05,1122.0,2017-01-09,,,35.0,2016-10-10,1970.0,2013-09-23,340.0,4.0,0.0,4,0,0,0,0,0,0
45126,Pavel,Kotov,1998-11-18,,RUS,,191.0,,R,2,True,,,"$104,282",,Pavel Kotov,8776 days,,,245.0,2020-01-06,244.0,2021-07-26,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
24019,Alexandre,Muller,1997-02-01,,FRA,,183.0,,R,2,True,,,"$440,246",,Alexandre Muller,9428 days,,,189.0,2021-05-10,370.0,2021-05-10,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6057,Bernard,Tomic,1992-10-21,,AUS,,193.0,,R,2,True,2008.0,,"US$$6,261,477",,Bernard Tomic,10994 days,,,17.0,2016-01-11,1885.0,2016-02-29,,,21.0,2015-03-23,2037.0,2016-02-01,282.0,6.0,0.0,4,0,0,0,0,0,0
5044,Matthew,Ebden,1987-11-26,,AUS,,188.0,,R,2,True,2006.0,,"US$3,611,696",,Matthew Ebden,12783 days,,,39.0,2018-10-22,1134.0,2018-10-15,106.0,1806.0,54.0,2018-10-15,1913.0,2018-10-15,,0.0,0.0,0,0,0,0,0,0,0
21919,Dmitry,Popko,1996-10-24,,KAZ,,191.0,,R,2,True,,,"$427,435",,Dmitry Popko,9531 days,,,162.0,2021-10-25,435.0,2021-10-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6172,Jason,Kubler,1993-05-19,,AUS,,178.0,,R,2,True,2010.0,,"$599,175",,Jason Kubler,10781 days,,,91.0,2018-10-08,617.0,2018-09-10,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
6279,Kimmer,Coppejans,1994-02-07,,BEL,,180.0,,R,2,True,,,"$614,439",,Kimmer Coppejans,10515 days,,,97.0,2015-06-22,534.0,2015-06-15,,,178.0,2019-09-09,1684.0,2019-06-10,,0.0,0.0,0,0,0,0,0,0,0
5219,Attila,Balazs,1988-09-27,,HUN,,182.0,,R,2,True,,,"$815,551",,Attila Balazs,12477 days,,,76.0,2020-03-02,784.0,2021-02-22,,,90.0,2020-03-02,1830.0,2020-02-24,,0.0,0.0,0,0,0,0,0,0,0
5986,Damir,Dzumhur,1992-05-20,,BIH,,175.0,,R,2,True,2011.0,,"US$4,476,733",,Damir Dzumhur,11145 days,,,23.0,2018-07-02,1665.0,2018-07-02,120.0,1784.0,32.0,2017-10-02,1994.0,2017-10-23,372.0,3.0,0.0,3,0,0,0,0,0,0
4894,Robin,Haase,1987-04-06,,NED,,190.0,,R,2,True,2005.0,,"$7,619,651",,Robin Haase,13013 days,,,33.0,2012-07-30,1220.0,2018-02-19,96.0,1828.0,44.0,2011-09-26,1946.0,2011-09-12,383.0,3.0,0.0,2,0,0,0,0,0,0
26143,Viktor,Durasovic,1997-03-19,,NOR,,185.0,,R,2,True,,,"$132,371",,Viktor Durasovic,9381 days,,,298.0,2019-10-14,140.0,2021-08-02,,,176.0,2021-03-08,1640.0,2020-03-13,,0.0,0.0,0,0,0,0,0,0,0
5743,Sandro,Ehrat,1991-04-18,,SUI,,180.0,,R,2,True,,,"$129,286",,Sandro Ehrat,11541 days,,,286.0,2019-09-09,149.0,2013-05-06,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
45492,Jeffrey John,Wolf,1998-12-21,,USA,,,,R,2,True,2019.0,,"$353,116",,Jeffrey John Wolf,8739 days,,,120.0,2020-09-14,519.0,2020-11-02,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5827,Lorenzo,Giustino,1991-09-10,,ITA,,,,R,2,True,,,"$714,305",,Lorenzo Giustino,11399 days,,,127.0,2019-08-12,444.0,2021-02-22,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
26358,Tung Lin,Wu,1998-05-12,,TPE,,188.0,,R,2,True,2016.0,,"$94,921",,Tung Lin Wu,8963 days,,,213.0,2020-02-10,274.0,2021-03-08,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
54424,Leandro,Riedi,2002-01-27,,SUI,,,,R,,True,,,,,Leandro Riedi,7608 days,,,882.0,2020-11-16,15.0,2020-11-16,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
46849,Petros,Tsitsipas,2000-07-27,,GRE,,,,,,True,,,,,Petros Tsitsipas,8158 days,,,960.0,2021-01-04,13.0,2021-01-04,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
26007,Gerardo,Lopez Villasenor,1995-05-12,,MEX,,,,,,True,,,,,Gerardo Lopez Villasenor,10058 days,,,505.0,2020-02-17,57.0,2020-02-17,,,192.0,2021-07-31,1630.0,2021-07-26,,0.0,0.0,0,0,0,0,0,0,0
22411,Mubarak Shannan,Zayid,1995-04-14,,QAT,,,,,,True,,,,,Mubarak Shannan Zayid,10085 days,,,1159.0,2016-12-12,7.0,2016-12-12,,,,,,,,0.0,0.0,0,0,0,0,0,0,0
5863,Emilio,Gomez,1991-11-28,,ECU,,185.0,,R,2,True,,,"$ 476,486",,Emilio Gomez,11321 days,,,143.0,2019-10-14,467.0,2021-08-16,175.0,1688.0,152.0,2017-02-10,1744.0,2017-02-10,,0.0,0.0,0,0,0,0,0,0,0
